resp,comp,fproj,timezone,sfips,smsa,qcendiv,sstate,phtype,susr,qmarket,scregion,sdensity3,cregion,state,fips,density3,qlan,qs1,cintro,qs1a,ns1,cointro,qs2a,qs2b,ss2c,qs3,qs4,sex,q1,q2,q3,q4,q6,q7oe,q7.1,q7.2,q7.3,q7.4,q7.5,q7@,q7a,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,int1,int2,q9a,q9b,q9c,q9d,q9e,q9f,q10,q10a,q10b,q13,q14,q15,age,educ,schl,schl2,schl2@,rschl,rschl2,rschl2@,q17,q17@,q18a,q18b,q18c,q18d,q18e,q19,q20,q21,q22,q23a,q23b,q23c,l1,q24,q25,q25a,q26a,q26b,q26c,q26d,q26e,q26f,q26g,employ,employ2,employ2@,employ3,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41,q42,q43,q44a,q44b,q44c,q44d,q44dd,q44e,q44f,q44g,q44h,q44i,q45a,q45b,q46,q47,q48,marital,lwp2,lwp3,kidsa,fam1,fam2,fixhisp,hispx,hisp2,hisp3,racecmb,race1_1,race1_2,race1_3,race1_4,racethn,hh1,hh2,hh30,relig,relig@,chr,born,attend,income,finan,health,regist,regicert,party,partyln,ideo,birthh,mothrh,fathrh,home,home2,l1a,l2,l3,qc1,qc2,qc3,isex,ihisp1,irace1_1,irace1_2,irace1_3,irace1_4,ilang,fdate,fdow,phoneuse,adults,psadjust,puadjust,wt1,q46x
16.0,Complete,4968,Mountain,46081,0.0,4,SD,1.0,R,2,2,1,Midwest,SD,46081,1.0,English,,,,,,,,,,,Male,Pretty happy,Satisfied,Satisfied,Most people can be trusted,"Yes, unique and distinct",Answer given,More rebellious/disobedient/unruly/disrespectful,Lived through the sixties/Vietnam Era/Hippies/Flower children,,,,child of  sixties  chalenge authority,Government is doing too many things better left to businesses and individuals,Not important,One of the most important things,One of the most important things,One of the most important things,Very important but not the most,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"Yes, did this","Yes, did this","No, did not","Yes, did this","No, did not","No, did not",Voted,(VOL) Refused,,Always,"No, has not changed",Opponents and special interests have prevented change,63.0,"Post-graduate training or professional schooling after college (e.g., toward a master's Degree or Ph.D., law or medical",No,,,No,,,,,Bad thing for society,Bad thing for society,Bad thing for society,Doesn't make much difference,Good thing for society,No,,No,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,(VOL) Neither equally,"Yes, have cell phone",Yes,0.0,,No,Yes,No,No,Yes,Yes,Yes,Not employed,Retired,,,,,,Yes,,Very closely,,,,Business corporations,Strongly oppose,Should be saving and investing more,Yes have done it in last 12 months,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,,,No,Married,"No, have not",,No,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,2.0,0.0,,Roman Catholic (Catholic),,,(VOL) Don't know/Refused,More than once a week,"50 to under $75,000,",,Covered by health insurance,"Yes, registered",Absolutely certain,Independent,(VOL) Other/Don't know/Refused,Moderate,,,,Own,,,,Some on a cell phone and some on a regular home phone,,,,Male,No,White,,,,English,100114,Thursday,"Dual/few, some cell",2.0,2.0,1.0,2.0,0.0
17.0,Complete,4968,Eastern,25017,14460.0,1,MA,0.0,S,1,1,4,Northeast,MA,25027,3.0,English,,,,,,,,,,,Male,Pretty happy,Satisfied,Satisfied,Most people can be trusted,"No, not",,,,,,,,Government is doing too many things better left to businesses and individuals,Somewhat important,Very important but not the most,Somewhat important,Very important but not the most,Very important but not the most,Not important,Somewhat important,Very important but not the most,Yes,Yes,"No, did not","Yes, did this","Yes, did this","Yes, did this","No, did not","No, did not",Voted,Obama,,Nearly always,"No, has not changed",Opponents and special interests have prevented change,44.0,"Post-graduate training or professional schooling after college (e.g., toward a master's Degree or Ph.D., law or medical",No,,,No,,,,,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Yes,Less often,No,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life more complicated,"Yes, have cell phone",No,,,No,Yes,No,No,Yes,No,Yes,Not employed,Choose not to work,,,,,,Yes,,Fairly closely,,,,Government,Favor,Saving and investing as much as you should,Yes have done it in last 12 months,Yes,No,No,No,No,Yes,No,,Yes,Yes,No,No,,,No,Married,"Yes, have",Lived with current spouse before married,Yes,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,4.0,2.0,,Roman Catholic (Catholic),,,"No, would not",Once or twice a month,"$150,000 or more?",,Covered by health insurance,"Yes, registered",Absolutely certain,Independent,Republican,Moderate,,,,Own,,,,Some on a cell phone and some on a regular home phone,,,,Female,No,Black or African-American,,,,English,100114,Thursday,"Dual/few, some cell",2.0,2.0,1.0,2.0,0.0
18.0,Complete,4968,Central,47165,34980.0,6,TN,1.0,S,3,3,2,South,TN,47165,2.0,English,,,,,,,,,,,Male,Pretty happy,Dissatisfied,Satisfied,Can't be too careful,"Yes, unique and distinct",Answer given,More violence/drugs/crime,,,,,the younger generation has more killimgs and robberies,Government is doing too many things better left to businesses and individuals,Somewhat important,Very important but not the most,Very important but not the most,One of the most important things,Very important but not the most,Not important,Very important but not the most,One of the most important things,No,No,"No, did not",,,"No, did not","No, did not","No, did not",Did not vote (includes too young to vote),,Other candidate,Part of the time [OR],"No, has not changed",(VOL) Don't know/Refused,83.0,High school incomplete (Grades 9-11),,,,,,,,,Bad thing for society,Bad thing for society,Bad thing for society,Bad thing for society,Bad thing for society,,,,,New technology makes people more isolated,(VOL) Don't know/Refused,New technology makes life easier,"Yes, have cell phone",No,,,,,,No,No,Yes,No,Not employed,Retired,,,,,,Yes,,Fairly closely,,,,Government,Oppose,Should be saving and investing more,Yes have done it in last 12 months,No,No,No,,No,No,No,,No,No,No,No,,,No,Widowed,"No, have not",,No,Both parents,Married,HISP3,Not Hispanic,,No,White,White,,,,White non-Hispanic,1.0,,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once a week,"10 to under $20,000,",,Covered by health insurance,"Yes, registered",Absolutely certain,Democrat,,Moderate,,,,Rent,,,All or almost all calls on a regular home phone,,,,,Male,No,White,,,,English,100114,Thursday,"Dual/few, some cell",1.0,1.0,1.0,1.0,0.0
20.0,Complete,4968,Eastern,51550,47260.0,5,VA,1.0,S,3,3,3,South,VA,51550,3.0,English,,,,,,,,,,,Male,Very happy,(VOL) Don't know/Refused,Satisfied,Most people can be trusted,"Yes, unique and distinct",Answer given,Work ethic/Hardworking/Motivated,Trustworthy/Honest/Honorable,More environmentally aware,,,"trust worthy, work eithics, evironmentally friendly",Government is doing too many things better left to businesses and individuals,Very important but not the most,Very important but not the most,Very important but not the most,Very important but not the most,Somewhat important,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"Yes, did this","No, did not","No, did not","No, did not","No, did not","No, did not",Voted,McCain,,Always,"No, has not changed",Opponents and special interests have prevented change,53.0,"Post-graduate training or professional schooling after college (e.g., toward a master's Degree or Ph.D., law or medical",No,,,Yes,(VOL) Other (SPECIFY),<7:(VOL) Other (SPECIFY)>:personal reasons,,,Bad thing for society,Good thing for society,Good thing for society,(VOL) Don't know/Refused,Good thing for society,Yes,Once a week,No,Yes,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,"Yes, have cell phone",No,,,No,Yes,No,No,Yes,No,Yes,Full-time,,,Work for someone else,A career,Yes,,,,Very closely,Yes,Not very likely,Very likely,Government,(VOL) Don't know/Refused,Saving and investing as much as you should,Yes have done it in last 12 months,Yes,Yes,No,No,Yes,Yes,No,,Yes,Yes,No,No,,,No,Married,"No, have not",,No,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,3.0,0.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once a week,(VOL) Don't know/Refused,,Covered by health insurance,"Yes, registered",Absolutely certain,Independent,(VOL) Other/Don't know/Refused,Conservative,,,,Own,,,,Some on a cell phone and some on a regular home phone,,,,Male,Yes,Or some other race,,,,English,100114,Thursday,"Dual/few, some cell",3.0,2.0,1.0,2.0,0.0
21.0,Complete,4968,Eastern,26111,0.0,3,MI,1.0,R,2,2,2,Midwest,MI,26111,2.0,English,,,,,,,,,,,Female,Not too happy,Dissatisfied,(VOL) Don't know/Refused,Can't be too careful,(VOL) Don't know/Refused,,,,,,,,Government is doing too many things better left to businesses and individuals,Not important,One of the most important things,One of the most important things,(VOL) Don't know/Refused,(VOL) Don't know/Refused,Not important,Very important but not the most,(VOL) Don't know/Refused,No,No,"No, did not",,,"No, did not","No, did not",(VOL) Don't know/Refused,Voted,McCain,,Always,"No, has not changed",(VOL) Don't know/Refused,83.0,"Some college, no 4-year degree (including associate degree)",,,,,,,,,(VOL) Don't know/Refused,Bad thing for society,Bad thing for society,Bad thing for society,(VOL) Don't know/Refused,,,,,New technology makes people more isolated,(VOL) Don't know/Refused,New technology makes life more complicated,"No, do not",,,,,,,No,No,Yes,(VOL) Don't know/Refused,Not employed,(VOL) Other reason (SPECIFY),<5:(VOL) Other reason (SPECIFY)>:im a house wife..,,,,,No,No,Very closely,,,,(VOL) Don't know/Refused,Oppose,(VOL) Don't know/Refused,"Yes, but have not done it in last 12 months (or unsure if done in last 12 months)",Yes,No,(VOL) Don't know/Refused,,No,Yes,Yes,,,,No,No,,,No,Married,"No, have not",,No,Neither parent,Married,HISP3,Not Hispanic,,No,White,White,,,,White non-Hispanic,3.0,0.0,,(VOL) Christian,<11:(VOL) Something else {SPECIFY}>:just a cristian,Yes,"Yes, would",Never,(VOL) Don't know/Refused,,Covered by health insurance,"Yes, registered",Absolutely certain,Independent,Republican,Very conservative,,,,Own,,No,,,,,,Male,Yes,White,,,,English,100114,Thursday,LLO,3.0,2.0,2.0,4.0,0.0
22.0,Complete,4968,Central,19153,19780.0,4,IA,1.0,U,2,2,3,Midwest,IA,19153,3.0,English,,,,,,,,,,,Female,Pretty happy,Satisfied,Satisfied,Can't be too careful,"No, not",,,,,,,,Government is doing too many things better left to businesses and individuals,Somewhat important,Very important but not the most,Somewhat important,One of the most important things,Not important,Not important,Somewhat important,Not important,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","No, did not","No, did not",Voted,McCain,,Nearly always,"No, has not changed",Opponents and special interests have prevented change,48.0,"Some college, no 4-year degree (including associate degree)",No,,,No,,,,,Doesn't make much difference,Bad thing for society,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,No,,No,No,New technology makes people closer to their friends and family,New technology makes people waste too much time,(VOL) Both equally,"Yes, have cell phone",Yes,0.0,,No,Yes,No,No,No,Yes,Yes,Part-time,,,Work for someone else,Just a job to get you by,Yes,,,,Fairly closely,Yes,Somewhat likely,Not at all likely,Government,Strongly oppose,Should be saving and investing more,Yes have done it in last 12 months,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,,,No,Married,"Yes, have",Lived with current spouse before married,No,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,3.0,0.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"No, would not",Never,"$100 to under $150,000, or",,Covered by health insurance,"Yes, registered",Absolutely certain,Independent,Democrat,Moderate,,,,Own,,,,All or almost all calls on a regular home phone,,,,Female,No,Black or African-American,,,,English,100114,Thursday,"Dual/few, some cell",3.0,2.0,1.0,2.0,0.0
23.0,Complete,4968,Eastern,45063,17900.0,5,SC,1.0,S,3,3,3,South,SC,45063,3.0,English,,,,,,,,,,,Female,Very happy,Dissatisfied,Satisfied,Can't be too careful,"Yes, unique and distinct",Answer given,Work ethic/Hardworking/Motivated,,,,,work ethic higher expectations,Government is doing too many things better left to businesses and individuals,Not important,Very important but not the most,Very important but not the most,Very important but not the most,Somewhat important,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","No, did not","No, did not",Voted,McCain,,Always,Yes has changed,,54.0,High school graduate (Grade 12 or GED certificate),No,,,No,,,,,Bad thing for society,Bad thing for society,Bad thing for society,Doesn't make much difference,Bad thing for society,No,,No,No,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life more complicated,"Yes, have cell phone",No,,,No,Yes,No,No,Yes,Yes,Yes,Part-time,,,Work for someone else,A career,No,Yes,,,Very closely,Yes,Not very likely,Very likely,(VOL) Don't know/Refused,Oppose,Saving and investing as much as you should,Yes have done it in last 12 months,Yes,No,Yes,No,No,Yes,No,,Yes,No,No,No,,,No,Married,"No, have not",,No,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,2.0,0.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once a week,"75 to under $100,000,",,Covered by health insurance,"Yes, registered",Absolutely certain,Republican,,Conservative,,,,Own,,,,Some on a cell phone and some on a regular home phone,,,,Female,No,White,,,,English,100126,Tuesday,"Dual/few, some cell",2.0,2.0,1.0,2.0,0.0
24.0,Complete,4968,Central,48123,0.0,7,TX,1.0,R,3,3,1,South,TX,48123,1.0,English,,,,,,,,,,,Female,Very happy,Dissatisfied,Satisfied,Most people can be trusted,"Yes, unique and distinct",Answer given,Conservative/Old-fashioned/Traditional,,,,,WERE  MORE  CONSERVATIVE,Government is doing too many things better left to businesses and individuals,Somewhat important,Very important but not the most,Very important but not the most,One of the most important things,Very important but not the most,Somewhat important,Very important but not the most,Very important but not the most,No,No,"No, did not",,,"No, did not","No, did not","No, did not",Did not vote (includes too young to vote),,Other candidate,Nearly always,Yes has changed,,78.0,High school graduate (Grade 12 or GED certificate),,,,,,,,,Bad thing for society,Bad thing for society,Bad thing for society,Bad thing for society,Doesn't make much difference,,,,,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,"No, do not",,,,,,,No,No,Yes,Yes,Not employed,Retired,,,,,,Yes,,Very closely,,,,(VOL) Don't know/Refused,Strongly oppose,Should be saving and investing more,"Yes, but have not done it in last 12 months (or unsure if done in last 12 months)",Yes,No,Yes,,No,Yes,Yes,,,,No,No,,,No,Married,"No, have not",,No,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,2.0,0.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once a week,"10 to under $20,000,",,Covered by health insurance,"Yes, registered",Absolutely certain,Democrat,,Moderate,,,,Own,,No,,,,,,Male,No,White,,,,English,100114,Thursday,LLO,2.0,2.0,2.0,4.0,0.0
25.0,Complete,4968,Central,17201,40420.0,3,IL,0.0,U,2,2,3,Midwest,IL,17201,3.0,English,,,,,,,,,,,Male,Pretty happy,Dissatisfied,Satisfied,Can't be too careful,"Yes, unique and distinct",Answer given,Respectful,Caring/Giving/Helpful/Compassionate,,,,"we are reso{pectal, caring, and giving ; the present generation  they always want to get instead o=f give.",Government should do more to solve problems,Very important but not the most,One of the most important things,One of the most important things,One of the most important things,One of the most important things,One of the most important things,One of the most important things,One of the most important things,Yes,Yes,"No, did not","No, did not","No, did not","No, did not","Yes, did this","Yes, did this",Did not vote (includes too young to vote),,Obama,Nearly always,Yes has changed,,51.0,High school graduate (Grade 12 or GED certificate),No,,,Yes,"Technical, trade, or vocational school",,,,Bad thing for society,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Doesn't make much difference,Yes,Every few days,No,No,New technology makes people closer to their friends and family,New technology allows people to use their time more efficiently,New technology makes life easier,"No, do not",,,,No,No,Yes,No,No,Yes,No,Part-time,,,Both,Just a job to get you by,No,Yes,,,Very closely,No,Very likely,Not at all likely,Business corporations,Strongly favor,Should be saving and investing more,"Yes, but have not done it in last 12 months (or unsure if done in last 12 months)",Yes,Yes,No,No,No,No,Yes,,,,No,No,,,No,Married,"Yes, have",Lived with current spouse before married,Yes,Both parents,Married,HISP3,Not Hispanic,,No,Black or African-American,Black or African-American,,,,Black non-Hispanic,5.0,2.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once a week,"40 to under $50,000,",,Covered by health insurance,"Yes, registered",Absolutely certain,Democrat,,Moderate,,,,Rent,,"Yes, someone in household has cell phone",,All or almost all calls on a regular home phone,,,,Male,No,White,,,,English,100114,Thursday,"Dual/few, some cell",3.0,2.0,1.0,2.0,0.0
27.0,Complete,4968,Eastern,13105,0.0,5,GA,1.0,R,3,3,1,South,GA,13105,1.0,English,,,,,,,,,,,Female,Not too happy,Dissatisfied,Dissatisfied,Can't be too careful,"Yes, unique and distinct",Answer given,Work ethic/Hardworking/Motivated,Trustworthy/Honest/Honorable,Caring/Giving/Helpful/Compassionate,,,MY GENERATION IS GENERRALLY HARD WORKING AND GIVING AND HONEST,Government is doing too many things better left to businesses and individuals,Somewhat important,One of the most important things,One of the most important things,One of the most important things,Somewhat important,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"No, did not","Yes, did this","No, did not","Yes, did this","No, did not","Yes, did this",Voted,(VOL) Refused,,Always,"No, has not changed",Opponents and special interests have prevented change,50.0,"Post-graduate training or professional schooling after college (e.g., toward a master's Degree or Ph.D., law or medical",No,,,No,,,,,Bad thing for society,Bad thing for society,Bad thing for society,Bad thing for society,(VOL) Don't know/Refused,No,,No,No,(VOL) Both equally,New technology makes people waste too much time,New technology makes life more complicated,"Yes, have cell phone",Yes,1.0,,No,Yes,No,No,No,Yes,No,Full-time,,,Work for someone else,A career,No,No,,,Fairly closely,Yes,Not very likely,Somewhat likely,Government,Strongly oppose,Should be saving and investing more,"No, have not ever done it",No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,,,No,Married,"No, have not",,No,Both parents,Married,HISP2,Not Hispanic,No,,White,White,,,,White non-Hispanic,2.0,0.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once or twice a month,"75 to under $100,000,",,Covered by health insurance,"Yes, registered",Absolutely certain,Republican,,Conservative,,,,Own,,,,Some on a cell phone and some on a regular home phone,,,,Male,No,White,,,,English,100114,Thursday,"Dual/few, some cell",2.0,2.0,1.0,2.0,0.0
28.0,Complete,4968,Eastern,37099,0.0,5,NC,1.0,R,3,3,1,South,NC,37099,1.0,English,,,,,,,,,,,Male,Very happy,Dissatisfied,Dissatisfied,Most people can be trusted,"No, not",,,,,,,,Government is doing too many things better left to businesses and individuals,Somewhat important,One of the most important things,Very important but not the most,Not important,Somewhat important,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"Yes, did this","Yes, did this","No, did not","Yes, did this","No, did not","Yes, did this",Voted,McCain,,Always,"No, has not changed",Opponents and special interests have prevented change,51.0,"Some college, no 4-year degree (including associate degree)",No,,,No,,,,,Bad thing for society,Bad thing for society,Bad thing for society,Doesn't make much difference,Doesn't make much difference,No,,No,No,New technology makes people more isolated,New technology allows people to use their time more efficiently,New technology makes life easier,"Yes, have cell phone",No,,,No,No,No,No,Yes,Yes,Yes,Not employed,Retired,,,,,,Yes,,Very closely,,,,Government,Strongly oppose,Should be saving and investing more,Yes have done it in last 12 months,Yes,Yes,(VOL) Don't know/Refused,No,No,Yes,Yes,,Yes,No,No,No,,,No,Married,"No, have not",,No,Both parents,Married,HISP3,Not Hispanic,,No,White,White,,,,White non-Hispanic,2.0,0.0,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",,,"Yes, would",Once a week,(VOL) Don't know/Refused,,Covered by health insurance,"Yes, registered",Absolutely certain,Republican,,Conservative,,,,Own,,,,Some on a cell phone and some on a regular home phone,,,,Male,No,White,,,,English,100114,Thursday,"Dual/few, some cell",2.0,2.0,1.0,2.0,0.0
29.0,Complete,4968,Eastern,34003,35620.0,2,NJ,0.0,S,1,1,5,Northeast,NJ,34003,5.0,English,,,,,,,,,,,Female,Very happy,Dissatisfied,Satisfied,Most people can be trusted,"Yes, unique and distinct",Answer given,Selfish/Spoiled/Self-centered,Lazy/Not hard-working,Baby Boomers,,,I'M FROM THE BABY BOOMER GENERATION AND I THINK MANY PEOPLE OF MY GENERATION ARE SPOILED. (ELAB) THEY DO NOT HAVE THE WORK ETHIC OF MY PARENTS GENERATION.  THE WORLD WAR 2 GENERATION.,Government is doing too many things better left to businesses and individuals,Somewhat important,One of the most important things,One of the most important things,One of the most important things,Very important but not the most,Not important,Very important but not the most,One of the most important things,Yes,Yes,"Yes, did this","Yes, did this","Yes, did this","Yes, did this","No, did not","Yes, did this",Voted,McCain,,Always,Yes has changed,,55.0,"Post-graduate training or professional schooling after college (e.g., toward a master's Degree or Ph.D., law or medical",No,,,No,,,,,Bad thing for society,Bad thing for society,Bad thing for society,Bad thing for society,Doesn't make much difference,No,,No,No,New technology makes people more isolated,New technology allows people to use their time more efficiently,New technology makes life easier,"Yes, have cell phone",No,,,No,Yes,No,No,Yes,Yes,Yes,Not employed,Retired,,,,,,Yes,,Very closely,,,,Government,Strongly oppose,Saving and investing as much as you should,Yes have done it in last 12 months,Yes,Yes,No,No,No,Yes,Yes,,No,No,No,No,,,No,Never been married,"No, have not",,No,Both parents,Married,HISP3,Not Hispanic,,No,White,White,,,,White non-Hispanic,1.0,,,Roman Catholic (Catholic),,,"No, would not",More than once a week,"50 to under $75,000,",,Covered by health insurance,"Yes, registered",Absolutely certain,Republican,,Very conservative,,,,Own,,,All or almost all calls on a regular home phone,,,,,Male,No,White,,,,English,100114,Thursday,"Dual/few, some cell",1.0,1.0,1.0,1.0,0.0
30.0,Complete,4968,Eastern,45063,17900.0,5,SC,1.0,S,3,3,3,South,SC,45063,3.0,English,,,,,,,,,,,Male,Pretty happy,Dissatisfied,Satisfied,Most people can be trusted,"No, not",,,,,,,,Government is doing too many things better left to businesses and individuals,Somewhat important,Very important but not the most,Very important but not the most,One of the most important things,Somewhat important,Not important,Very important but not the most,Very important but not the most,Yes,Yes,"Yes, did this","Yes, did this","No, did not","No, did not","No, did not","Yes, did this",Voted,McCain,,Always,Yes has changed,,68.0,"Some college, no 4-year degree (including associate degree)",,,,,,,,,Bad thing for society,Bad thing for society,Bad thing for society,Doesn't make much difference,Good thing for society,No,,No,No,New technology makes people more isolated,New technology allows people to use their time more efficiently,New technology makes life easier,"No, do not",,,,No,Yes,No,No,Yes,Yes,Yes,Not employed,Retired,,,,,,Yes,,Fairly closely,,,,(VOL) Don't know/Refused,Strongly oppose,Should be saving and investing more,"No, have not ever done it",Yes,Yes,No,No,No,No,No,,,,No,No,,,No,Married,"No, have not",,No,Both parents,Married,HISP3,Not Hispanic,,No,White,White,,,,White non-Hispanic,2.0,0.0,,Roman Catholic (Catholic),,,"No, would not",Once a week,"40 to under $50,000,",,Covered by health insurance,"Yes, registered",Absolutely certain,Independent,Republican,Conservative,,,,Own,,No,,,,,,Male,Yes,White,,,,English,100114,Thursday,LLO,2.0,2.0,2.0,4.0,0.0
