Code,StationName,Staffed,StationType,Address1,Address2,Address3,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Latitude/Longitude,Elevation,Population,FreeText,TicketOfficeName,TicketOfficePh,TicketOfficeATSPh,TicketOfficeFax,TicketOfficeATSFax,TicketOfficeQueue,TicketOfficeMshPrinter,StationServicesName,StationServicesPh,StationServicesATSPh,StationServicesFax,StationServicesATSFax,StationServicesQueue,StationServicesMsgPrinter,StationServicesPaging,StationServicesATSPaging,StationServicesLostFoundPh,StationServicesLostFoundATSPh,FirstLvlSupervisorName,FirstLvlSupervisorTitle,FirstLvlSupervisorLocation,FirstLvlSupervisorPh,FirstLvlSupervisorATSPh,FirstLvlSupervisorFax,FirstLvlSupervisorATSFax,FirstLvlSupervisorQueue,FirstLvlSupervisorMsgPrinter,SecondLvlSupervisorName,SecondLvlSupervisorTitle,SecondLvlSupervisorLocation,SecondLvlSupervisorPh,SecondLvlSupervisorATSPh,SecondLvlSupervisorFax,SecondLvlSupervisorATSFax,SecondLvlSupervisorQueue,SecondLvlSupervisorMsgPrinter,WaitingRoomHours,BaggageHours,MeetAndAssistHours,TicketHours,Non-AmtrakTicket,Quik-TrakHours,MetrolinkTVMHours,LoungeHours,ExpressHours,MailOfficeHours,ParkingHours
PEN,"Pendleton, Oregon",N,Station Building (with waiting room),801 SE Court Avenue,Double J Drive Thru/Greyhound Station,,Pendleton,OR,97801,United States,Pacific Northwest,541-276-1551,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound only,P,Y,30,30,"45.674323,-118.779502",1080,,"For more information, see ""Thruway Service""",Unstaffed Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,SMTWTFS 0030-0300 0900-2100,,,,,,,,,,
PFS,"Post Falls, Idaho",N,Curbside Bus Stop only (no shelter),201 East Fourth Avenue,Chamber of Commerce,,Post Falls,ID,88354,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,"47.711250,-116.946426",2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGH,"Pittsburgh, Pennsylvania",Y,Station Building (with waiting room),1100 Liberty Avenue,,,Pittsburgh,PA,15222,United States,Mid-Atlantic,412-471-6171,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail,E,Y,60,30,"40.443880,-79.992733",744,1000000,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Pgh,Pghl,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,PGH,PGHL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,"District Manager, Stations","Pittsburgh, PA.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,Pgh,Pghl,Exemption 6,"Assistant Superintendent, Stations","Philadelphia, Pa",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PHL,P436,SMTWTFS 0000-2359,SMTWTFS 0000-2359,SMTWTFS 0000-2359,SMTWTFS 0000-2359,,SMTWTFS 0000-2359,,,SMTWTFS 0000-2359,,
PHA,"Phoenix (Airport), Arizona",N,Station Building (with waiting room),3400 East Sky Harbor Boulevard,"City-to-City Transport Desk, Terminals 2, 3 or 4",Must check in at Desk for escort to Van,Phoenix,AZ,85034,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,PHX,,,,M,N,30,30,"33.436390,-112.013047",1120,1500000,$1.00 security fee collected by the airport from passengers.,Unstaffed Thruway bus stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,,,,,Exemption 6,Acting Superintendent - Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,,,,,,,,,,,
PHG,"Phoenix (Greyhound), Arizona",N,Station Building (with waiting room),2115 East Buckeye Road,,,Phoenix,AZ,85034,United States,Southwest,602-389-4200,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,PHX,,,,M,N,30,30,"33.436395,-112.035623",1100,1500000,,Non-Amtrak staffed Thruway bus stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,,,,,Exemption 6,Acting Superintendent - Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,,,,,,,,,,,
PHL,"Philadelphia (30th St), Pennsylvania",Y,Station Building (with waiting room),2955 Market Street,30th Street Station,,Philadelphia,PA,19104-2898,United States,Mid-Atlantic,215-349-2135,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,,,,VIA / SEPTA/NJT,E,Y,60,30,"39.955615,-75.181041",16,1585577,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,PHL,P436,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,PHL,P435,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Manager of  Station Operations,"Philadelphia, PA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PH7,P435,Exemption 6,"Assistant Superintendent, Stations","Philadelphia, PA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PH9,P436,SMTWTFS 0000-2359,SMTWTFS 0630-2230,SMTWTFS 0000-2359,S-----S 0610-2135; -MTWTF- 0515-2135,S-----S 0610-2135; -MTWTF- 0510-2135,SMTWTFS 0000-2359,,SMTWTFS 0600-2100,SMTWTFS 0630-2230,SMTWTFS 0630-2300,SMTWTFS 0500-2300
PHN,"Philadelphia (North), Pennsylvania",N,Station Building (with waiting room),2900 North Broad Street,Broad St. and Glenwood Avenue,,Philadelphia,PA,19132-2400,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,"39.996780,-75.155114",114,,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager-customer Service,"Philadelphia, PA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PH7,????,Exemption 6,"Assistant Superintendent, Stations","Philadelphia, PA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PH7,????,,,,,,,,,,,
PIA,"Peoria, Illinois",N,Station Building (with waiting room),407 Southwest Adams Street,City Link Transit Center,,Peoria,IL,61602-1538,United States,Central,309-697-9000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Burlington Trailways,C,Y,30,30,"40.689245,-89.593871",494,,Passengers without ticket must pay Burlington Trailways,THIS IS A STAFFED BUS STOP,800-872-7245,,,,,,,,,,,,,,,,,Exemption 6,District Station Manager,ST LOUIS MISSOURI,Exemption 6,Exemption 6,Exemption 6,Exemption 6,STL,STLL,Exemption 6,Superintendent - Passenger Services,"Chicago, IL",Exemption 6,Exemption 6,Exemption 6,Exemption 6,CH3,,SMTWTFS 1000-1900,,,,SMTWTFS 1000-1900,,,,,,
PIC,"Picayune, Mississippi",N,Station Building (with waiting room),200 Highway 11 South,at Tate Street,,Picayune,MS,39466,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"30.524606,-89.680260",73,11759,,unstaffed station,,,,,,,Unstaffed Station,,,,,,,,,,,Exemption 6,District Manager - Stations,"1001 Loyola Ave., New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,Exemption 6,Superintendent - Passenger Services,"1001 Loyola Ave, New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,,,,,,,,,,,
PIT,"Pittsfield, Massachusetts",N,Platform only (no shelter),1355 East Street,CSX yard,,Pittsfield,MA,01201-5314,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"42.454382,-73.219078",1004,51974,Temporary thru late fall 2012 due to CSX trackwork,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager of Customer Service,"Albany, NY",Exemption 6,Exemption 6,Exemption 6,Exemption 6,AL7,ALBL,Exemption 6,Superintendent,Albany NY,Exemption 6,Exemption 6,,,,,,,,,,,,,,,
PJC,"Princeton Junction, New Jersey",Y,Station Building (with waiting room),2 Wallace Circle,,,Princeton Junction,NJ,08550-1008,United States,Northeast,973-275-5555,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,,,,New Jersey Transit,E,Y,30,30,"40.315850,-74.623976",79,,,Exemption 6,Exemption 6,Exemption 6,,,PJC,PJCL,Exemption 6,Exemption 6,Exemption 6,,Exemption 6,PJC,PJCL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"District Manager, Customer Services","Newark, NJ",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NW7,P739,Exemption 6,Superintendent - Passenger Services,"New York, NY",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NY7,P741,S-----S 0700-1500; -MTWTF- 0515-2000,,,S-----S 0700-1500; -MTWTF- 0515-2000,,S-----S 0700-1500; -MTWTF- 0515-2000,,,,,
PLB,"Plattsburgh, New York",N,Station Building (with waiting room),Bridge and Dock Streets,,,Plattsburgh,NY,12901,United States,Northeast,518-561-8550,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"44.696728,-73.446284",117,19298,,unstaffed - caretaker on duty -,Exemption 6,,,,,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,Exemption 6,District Manager Stations,ALBANY/RENSSELAER NY,Exemption 6,Exemption 6,Exemption 6,Exemption 6,AL7,ALBL,Exemption 6,District Superintendent Empire Service,"Albany/Rensselaer,N.Y",Exemption 6,Exemption 6,,,al7,,S-----S 1200-1500; -MTWTF- 1200-1300 1415-1600,,,,,,,,,,
PLO,"Plano, Illinois",N,Station Building (with waiting room),101 West Main Street,,,Plano,IL,60545,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"41.662384,-88.538272",649,5600,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations West,"Galesburg, IL",Exemption 6,,Exemption 6,Exemption 6,,,Exemption 6,Asst. Superintendent - Passenger Services,525 West Van BurenSt,Exemption 6,,Exemption 6,,,,SMTWTFS 0935-1135 1753-1953,,,,,,,,,,
PLS,"Pleasanton (ACE Station), California",N,Platform with Shelter,4950 Pleasanton Avenue,,,Pleasanton,CA,94566,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,,Y,,,,,,,,P,Y,15,15,"37.658152,-121.882639",333,,,,,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
PLU,"Plummer, Idaho",N,Curbside Bus Stop only (no shelter),396070 Highway 95,Warpath Smoke Shop and Trading Post,,Plummer,ID,83851-9553,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,"47.338388,-116.888786",2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMD,"Palmdale, California",N,Curbside Bus Stop only (no shelter),39000 Clock Tower Plaza Drive,"Palmdale Transportation Center, Bus Bay 2E",,Palmdale,CA,93550-4513,United States,Southwest,800-USA-RAIL,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,,,,,P,Y,30,30,"34.591238,-118.120737",2633,,,Unstaffed Thruway Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
PMM,"Primm, Nevada",N,Curbside Bus Stop only (no shelter),31900 Las Vegas Blvd. South,Whiskey Petes's Hotel/Casino,,Primm,NV,89019-7002,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,"35.611030,-115.391742",2612,,"For more information, see ""Thruway Service""",Unstaffed Thruway Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
PMO,"Plymouth, New Hampshire",N,Curbside Bus Stop only (no shelter),83 Main Street,Chase Street Market,,Plymouth,NH,03264-1548,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,"43.757848,-71.687691",507,,"For more information, see ""Thruway Service""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-----S 0700-2000; -MTWTF- 0700-2100,,,,,,,,,,
PNT,"Pontiac, Michigan",N,Station Building (with waiting room),51000 Woodward Avenue,Pontiac Transportation Center,,Pontiac,MI,48342-2276,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,"42.632771,-83.292325",933,67124,Station hours determined by Greyhound agent & are irregular,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Station Manager-East,"Toledo, OH",Exemption 6,NONE    ,Exemption 6,NONE    ,TO7,TOLL,Exemption 6,"Assist. Superintendent, Customer Service","Chicago, Illinois",Exemption 6,,Exemption 6,,,,SMTWTFS 0515-0615 1000-1800,,,,,,,,,,
POG,"Portage, Wisconsin",N,Platform with Shelter,400 West Oneida Street,,,Portage,WI,53901,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"43.547079,-89.467627",811,9919,"Shelter has heat, no phone",Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager - Stations,"St. Paul, MN",Exemption 6,NONE    ,Exemption 6,NONE    ,MS7,MSPL,Exemption 6,"Superintendent, Passenger Services","525 W. Van Buren St., Chicago, IL 60607",Exemption 6,Exemption 6,Exemption 6,Exemption 6,   ,    ,SMTWTFS 1130-1245 1630-1745,,,,,,,,,,
POH,"Port Henry, New York",N,Station Building (with waiting room),20 Park Place,Senior Citizen Center,,Port Henry,NY,12974-1324,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"44.042297,-73.458753",109,2500,,"SENIOR CITIZEN CENTER, SENIORS OPEN/CLOSE STATION",Exemption 6,,,,,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,Exemption 6,District Manager Stations,"ALBANY/RENSSELAER, NY",Exemption 6,Exemption 6,Exemption 6,Exemption 6,AL7,ALBL,Exemption 6,District Superintendent Empire Service,"Albany/Rensselaer,N.Y.",Exemption 6,Exemption 6,,,al7,,,,,,,,,,,,
PON,"Pontiac, Illinois",N,Station Building (with waiting room),721 West Washington Street,,,Pontiac,IL,61764,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"40.879652,-88.636601",639,11353,Time locks in operation. Local police have emergency key.,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Station Manager,St. Louis Missouri,Exemption 6,Exemption 6,Exemption 6,Exemption 6,ST7,STLL,Exemption 6,Asst. Superintendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,SMTWTFS 0700-2200,,,,,,,,,,
POR,"Portland, Maine",Y,Station Building (with waiting room),100 Thompson's Point Road,Portland Transportation Center,,Portland,ME,04102-2630,United States,Northeast,207-828-3939,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,Concord Trailway/VIA,E,Y,45,30,"43.654097,-70.291258",20,16557,"For more information, see ""Thruway Service""",Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,POR,R3A9,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,POR,R3A9,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"Assistant Superintendent,  Extension 311",Portland ME.,Exemption 6,NONE    ,Exemption 6,NONE    ,POR,R3A9,Exemption 6,Superintendent - Passenger Services,"Boston, MA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,BO7,P424,SMTWTFS 0000-0015 0430-2359,,S-----S 0530-1630; -M---F- 0515-1700; --TWT-- 0515-1530,S-----S 0530-1630; -M---F- 0515-1700; --TWT-- 0515-1530,SMTWTFS 0430-2130,SMTWTFS 0000-0015 0430-2359,,,,,
POS,"Pomona (Sunset Ltd), California",N,Platform only (no shelter),100 West Commercial Street,,,Pomona,CA,91768,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,"34.059224,-117.750621",866,154271,"Metrolink TVM:  see ""Miscellaneous"" screen",Unstaffed Station,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Santa Barbara, CA",Exemption 6,,Exemption 6,,SBA,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,,,,,,,SMTWTFS 0000-2359,,,,
POU,"Poughkeepsie, New York",N,Station Building (with waiting room),41 Main Street,Amtrak/Metro-North Station,,Poughkeepsie,NY,12601-2909,United States,Northeast,800-638-7646,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,Metro-North Railroad,E,Y,30,30,"41.707056,-73.937490",55,89000,,Metro-North,Exemption 6,,,,,,Unstaffed,,,,,,,,,,,Exemption 6,Cathy Ryan-Station Manager,PENN STATION/NEW YORK,Exemption 6,Exemption 6,Exemption 6,Exemption 6,p/7,P431,Exemption 6,SUPERINTENDENT - PASSENGER SERVICES,"NEW YORK, NY",Exemption 6,Exemption 6,,,Q/7,P432,SMTWTFS 0500-2100,,,,SMTWTFS 0500-2100,SMTWTFS 0500-2100,,,,,
PRB,"Paso Robles, California",N,Station Building (with waiting room),800 Pine Street,Paso Robles Intermodal Station,,Paso Robles,CA,93446-2856,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,,,,,P,Y,30,30,"35.622683,-120.687860",729,20000,"For more information, see ""Thruway Service""",Unstaffed Station,000-000-0000,000-0000,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Hanford, Ca.",Exemption 6,NONE    ,Exemption 6,NONE    ,HN7,,Exemption 6,Superintendent - Passenger Services,"Oakland, Ca.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,SMTWTFS 1300-1400 1530-1630,,,,,,,,,,
PRC,"Prince, West Virginia (Beckley)",Y,Station Building (with waiting room),5034 Stanaford Road,(station between highway and railroad tracks),,Prince,WV,25907,United States,Mid-Atlantic,304-253-6651,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,45,30,"37.856594,-81.060694",1198,29003,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,PRC,PRCL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,PRC,PRCL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"District Manager, Customer Service","Richmond, VA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,RV7,RVRP,Exemption 6,"Assistant Superitendent, Customer Service","Washington, DC",Exemption 6,Exemption 6,Exemption 6,Exemption 6,WA3,,S--W-F- 0800-1930,S--W-F- 0800-1930,S--W-F- 0800-1930,S--W-F- 0800-1930,SMTWTFS 0800-1930,,,,S--W-F- 0800-1930,,SMTWTFS 0000-2359
PRI,"Perris, California",N,Curbside Bus Stop only (no shelter),1688-J North Perris Blvd,International House of Pancakes,,Perris,CA,92571-4702,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,"33.801955,-117.229795",1454,,"For more information, see ""Thruway Service""",Exemption 6,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
PRK,"Port Kent, New York",N,Platform only (no shelter),NY 373 and Lake Street,near Burlington-Fort Kent ferry dock,,Port Kent,NY,12975,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,,,,,E,Y,30,30,"44.524079,-73.403536",142,500,"Seasonal stop June 14 through October 8, 2012",,,,,,,,,,,,,,,,,,,Exemption 6,District Manager,"Albany/Rensselaer, NY",Exemption 6,Exemption 6,Exemption 6,Exemption 6,AL7,ALBL,Exemption 6,District Superintendent,"Albany/Rensselaer, NY",Exemption 6,Exemption 6,,,AL7,ALBL,,,,,,,,,,,
PRM,"Point of Rocks, Maryland",,Pseudo Station,4000 Clay Street,MARC Station,,Point of Rocks,MD,21777,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"MARC commuter trains only, no Amtrak trains stop here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO,"Provo, Utah",N,Platform with Shelter,300 West 600 South,,,Provo,UT,84601-4542,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,M,Y,30,30,"40.225957,-111.664001",4523,60000,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Sacramento, CA",Exemption 6,,Exemption 6,,,,Exemption 6,Assistant Superintendent of Passenger Services,"Oakland, CA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,SMTWTFS 0000-0001,,,,,,,,,,
PRV,"Perryville, Maryland",,Pseudo Station,650 Broad Street,MARC Station,,Perryville,MD,21903,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,MARC trains only. Amtrak 151 stops here for MARC psgrs only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSC,"Pasco, Washington",Y,Station Building (with waiting room),535 North 1st Avenue,Pasco Intermodal Train Station,,Pasco,WA,99301-5378,United States,Pacific Northwest,509-545-1554,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,P,Y,60,30,"46.237012,-119.087729",390,49927,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,PSC,PSCL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,PSC,PSCL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager,"Room 250,  800 NW 6th Ave, Portland, Oregon",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PD7,YCE7,Exemption 6,Asst Superintendent Passenger Service,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMT-TFS 0400-0600 0830-1800 2015-2330; ---W--- 0400-0600 0800-1600 2015-2330,SMTWTFS 0400-0600 2015-2300,SMTWTFS 0400-0600 2015-2300,SMTWTFS 0400-0600 2015-2300,,SMTWTFS 0400-0600 0830-1800 2015-2330,,,SMTWTFS 0400-0600 2015-2300,,
PSK,"Petoskey, Michigan",N,Curbside Bus Stop only (no shelter),301 West Mitchell St.,The Book Stop,,Petosky,MI,49770-2327,United States,Central,800-231-2222,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,30,30,"45.373819,-84.964139",634,6200,Pick up at The Book Shop,Amtrak Thruway Bus Stop,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations-East,"Toledo, Oh.",Exemption 6,,Exemption 6,,TO7,TOLL,Exemption 6,"Assist. Superintendent, Customer Service","Chicago, Illinois",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
PSN,"Palm Springs (Train), California",N,Platform with Shelter,North Indian Canyon Drive and Palm Springs Station Road,0.6 mi /1.0 km south of I-10,,Palm Springs,CA,92262,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,PSX,,,,P,Y,30,30,"33.897491,-116.547913",685,47806,,Unstaffed Station,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,Exemption 6,,,,Exemption 6,Asst. Superintendent Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,,,,,,,,,,,
PSP,"Palm Springs (Buses-Airport), California",N,Curbside Bus Stop only (no shelter),3400 East Tahquitz Canyon Way,SunLine Transit Bus Stop,,Palm Springs,CA,92262,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,PSX,,,,P,Y,30,30,"33.824009,-116.508939",418,100000,,Unstaffed Thruway Bus Stop. No Amtrak services.,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
PSS,"Palm Springs (Buses-Downtown), California",N,Curbside Bus Stop only (no shelter),100 North Indian Canyon Drive,SunLine Transit Bus Stop,,Palm Springs,CA,92262-6414,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,"33.824643,-116.545440",458,,"Service to this stop begins May 7, 2012","Palm Springs (Buses-Downtown), California",000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"Manager, Amtrak Bus Operations","Bakersfield, CA",Exemption 6,,Exemption 6,,,,Exemption 6,"Director, Amtrak Bus Operations","Los Angeles, CA",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
PST,"Pellston, Michigan",N,Curbside Bus Stop only (no shelter),45 South US Hwy 31,BP Station/General Store,,Pellston,MI,49769,United States,Central,800-231-2222,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,"45.550636,-84.783762",696,580,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations-East,"Toledo, OH",Exemption 6,,Exemption 6,,TO7,TOLL,Exemption 6,Superintendent Passenger Services,"Chicago, Illinois",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
